model.h5,test data,model name, AUC, pearson correlation coefficient
BL1.po,MSC.po,onehot_embedding_dense,0.65588369,0.263163249
GM.po,CM.po,embedding_dense,0.51965177,0.029125085
AO.po,MSC.po,onehot_dense,0.619951028,0.254786045
CM.po,MSC.po,onehot_dense,0.637910372,0.256135638
BL1.po,MSC.po,onehot_dense,0.621857968,0.231516372
GM.po,CM.po,onehot_embedding_cnn_one_branch,0.631838891,0.245336638
AO.po,MSC.po,onehot_resnet18,0.493104194,-0.01519058
CM.po,MSC.po,onehot_resnet18,0.574057072,0.112799877
BL1.po,MSC.po,onehot_resnet18,0.574614358,0.112854157
GM.po,CM.po,onehot_embedding_cnn_two_branch,0.609554598,0.220402687
AO.po,MSC.po,embedding_cnn_one_branch,0.569591192,0.127471793
CM.po,MSC.po,embedding_cnn_one_branch,0.624284092,0.218931434
BL1.po,MSC.po,embedding_cnn_one_branch,0.618121523,0.222254106
GM.po,H1.po,onehot_cnn_one_branch,0.593606029,0.152701485
AO.po,MSC.po,embedding_cnn_two_branch,0.586676294,0.155212073
CM.po,MSC.po,embedding_cnn_two_branch,0.633705276,0.235100549
BL1.po,MSC.po,embedding_cnn_two_branch,0.602227544,0.188273546
GM.po,H1.po,onehot_cnn_two_branch,0.614475665,0.187756034
AO.po,MSC.po,embedding_dense,0.511602235,0.016579262
CM.po,MSC.po,embedding_dense,0.589888417,0.159709098
BL1.po,MSC.po,embedding_dense,0.492510121,-0.016781701
GM.po,H1.po,onehot_embedding_dense,0.610253484,0.244411439
AO.po,MSC.po,onehot_embedding_cnn_one_branch,0.604494585,0.182669737
GM.po,H1.po,onehot_dense,0.601992946,0.186835486
CM.po,MSC.po,onehot_embedding_cnn_one_branch,0.634719068,0.216152111
BL1.po,MSC.po,onehot_embedding_cnn_one_branch,0.499384484,0.033459049
AO.po,MSC.po,onehot_embedding_cnn_two_branch,0.57849396,0.142476944
GM.po,H1.po,onehot_resnet18,0.581199903,0.125153
CM.po,MSC.po,onehot_embedding_cnn_two_branch,0.638351272,0.242156106
BL1.po,MSC.po,onehot_embedding_cnn_two_branch,0.616364669,0.212128611
GM.po,H1.po,embedding_cnn_one_branch,0.571881907,0.145691773
GM.po,H1.po,embedding_cnn_two_branch,0.591098508,0.195591554
GM.po,H1.po,embedding_dense,0.49699165,-0.000940291
GM.po,H1.po,onehot_embedding_cnn_one_branch,0.554269247,0.119095309
GM.po,H1.po,onehot_embedding_cnn_two_branch,0.570592614,0.167372561
CM.po,HCmerge.po,onehot_cnn_one_branch,0.553002596,0.082073058
AO.po,HCmerge.po,onehot_cnn_one_branch,0.565364497,0.137184282
BL1.po,HCmerge.po,onehot_cnn_one_branch,0.528527756,0.067178296
GM.po,TH1.po,onehot_cnn_one_branch,0.614923925,0.172379435
GM.po,TH1.po,onehot_cnn_two_branch,0.654684185,0.263979297
GM.po,TH1.po,onehot_embedding_dense,0.663096487,0.334136398
GM.po,TH1.po,onehot_dense,0.617517542,0.205295061
GM.po,TH1.po,onehot_resnet18,0.620389962,0.197260693
GM.po,TH1.po,embedding_cnn_one_branch,0.650551499,0.268990524
GM.po,TH1.po,embedding_cnn_two_branch,0.642477326,0.269169709
GM.po,TH1.po,embedding_dense,0.471444815,-0.057156904
GM.po,TH1.po,onehot_embedding_cnn_one_branch,0.620393243,0.236434383
AO.po,HCmerge.po,onehot_cnn_two_branch,0.573878529,0.109785877
BL1.po,HCmerge.po,onehot_cnn_two_branch,0.580378108,0.137772027
CM.po,HCmerge.po,onehot_cnn_two_branch,0.577988947,0.170995209
GM.po,TH1.po,onehot_embedding_cnn_two_branch,0.608021089,0.214308473
AO.po,HCmerge.po,onehot_embedding_dense,0.587774017,0.204410318
CM.po,HCmerge.po,onehot_embedding_dense,0.596658334,0.215912729
BL1.po,HCmerge.po,onehot_embedding_dense,0.577167811,0.184688846
GM.po,IMR90.po,onehot_cnn_one_branch,0.614192454,0.182077675
AO.po,HCmerge.po,onehot_dense,0.584154574,0.189155125
CM.po,HCmerge.po,onehot_dense,0.587670704,0.188765261
BL1.po,HCmerge.po,onehot_dense,0.556509563,0.122347426
GM.po,IMR90.po,onehot_cnn_two_branch,0.644105756,0.233733458
AO.po,HCmerge.po,onehot_resnet18,0.478035643,-0.039942166
CM.po,HCmerge.po,onehot_resnet18,0.534807439,0.053259326
BL1.po,HCmerge.po,onehot_resnet18,0.533870668,0.045300265
GM.po,IMR90.po,onehot_embedding_dense,0.651073689,0.281198155
AO.po,HCmerge.po,embedding_cnn_one_branch,0.558486163,0.11165276
CM.po,HCmerge.po,embedding_cnn_one_branch,0.58663853,0.164307206
BL1.po,HCmerge.po,embedding_cnn_one_branch,0.576336438,0.141693221
GM.po,IMR90.po,onehot_dense,0.63188586,0.228312085
AO.po,HCmerge.po,embedding_cnn_two_branch,0.551031285,0.104118864
CM.po,HCmerge.po,embedding_cnn_two_branch,0.590741401,0.167592124
BL1.po,HCmerge.po,embedding_cnn_two_branch,0.571008904,0.145297156
GM.po,IMR90.po,onehot_resnet18,0.580253743,0.119177136
AO.po,HCmerge.po,embedding_dense,0.514764898,0.027503516
BL1.po,HCmerge.po,embedding_dense,0.516632887,0.02216998
CM.po,HCmerge.po,embedding_dense,0.555816387,0.111236935
GM.po,IMR90.po,embedding_cnn_one_branch,0.648109159,0.266634999
AO.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.578415074,0.152728052
CM.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.600773384,0.163950282
BL1.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.499228893,0.019616307
GM.po,IMR90.po,embedding_cnn_two_branch,0.630806027,0.247589525
AO.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.57788055,0.144713955
GM.po,IMR90.po,embedding_dense,0.483164739,-0.034824076
CM.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.593919451,0.16671067
BL1.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.573310839,0.140685148
GM.po,IMR90.po,onehot_embedding_cnn_one_branch,0.636027889,0.261064116
GM.po,IMR90.po,onehot_embedding_cnn_two_branch,0.611760483,0.228111778
GM.po,MSC.po,onehot_cnn_one_branch,0.618073268,0.20019135
GM.po,MSC.po,onehot_cnn_two_branch,0.639482775,0.233118993
AO.po,SX.po,onehot_cnn_one_branch,0.565290967,0.107837886
BL1.po,SX.po,onehot_cnn_one_branch,0.59090151,0.157028095
CM.po,SX.po,onehot_cnn_one_branch,0.599562851,0.150864592
GM.po,MSC.po,onehot_embedding_dense,0.652157349,0.285729048
GM.po,MSC.po,onehot_dense,0.601244114,0.183161206
GM.po,MSC.po,onehot_resnet18,0.607678391,0.162519589
GM.po,MSC.po,embedding_cnn_one_branch,0.615938415,0.223365135
GM.po,MSC.po,embedding_cnn_two_branch,0.603820644,0.217579453
GM.po,MSC.po,embedding_dense,0.500987871,-0.009752111
GM.po,MSC.po,onehot_embedding_cnn_one_branch,0.603731773,0.20681163
GM.po,MSC.po,onehot_embedding_cnn_two_branch,0.608910174,0.222407222
CM.po,SX.po,onehot_cnn_two_branch,0.618768713,0.206518351
BL1.po,SX.po,onehot_cnn_two_branch,0.615139316,0.196445512
AO.po,SX.po,onehot_cnn_two_branch,0.569719538,0.102166634
GM.po,HCmerge.po,onehot_cnn_one_branch,0.564325045,0.108682048
AO.po,SX.po,onehot_embedding_dense,0.592285548,0.142299985
CM.po,SX.po,onehot_embedding_dense,0.635948393,0.227974223
BL1.po,SX.po,onehot_embedding_dense,0.620065469,0.207200079
GM.po,HCmerge.po,onehot_cnn_two_branch,0.56813974,0.128986835
AO.po,SX.po,onehot_dense,0.584098217,0.172510586
CM.po,SX.po,onehot_dense,0.633148366,0.225597164
BL1.po,SX.po,onehot_dense,0.635653233,0.239864715
GM.po,HCmerge.po,onehot_embedding_dense,0.544529637,0.179666026
AO.po,SX.po,onehot_resnet18,0.481897823,-0.027741689
CM.po,SX.po,onehot_resnet18,0.560279091,0.08647446
BL1.po,SX.po,onehot_resnet18,0.576125583,0.119969095
GM.po,HCmerge.po,onehot_dense,0.522536529,0.045111853
AO.po,SX.po,embedding_cnn_one_branch,0.580232948,0.142547674
GM.po,HCmerge.po,onehot_resnet18,0.548015752,0.081812975
CM.po,SX.po,embedding_cnn_one_branch,0.593631548,0.16934867
BL1.po,SX.po,embedding_cnn_one_branch,0.596004491,0.177256636
GM.po,HCmerge.po,embedding_cnn_one_branch,0.57071539,0.14057157
AO.po,SX.po,embedding_cnn_two_branch,0.558288831,0.103380287
CM.po,SX.po,embedding_cnn_two_branch,0.615097179,0.204044741
BL1.po,SX.po,embedding_cnn_two_branch,0.580634838,0.153629011
GM.po,HCmerge.po,embedding_cnn_two_branch,0.54306244,0.109231562
AO.po,SX.po,embedding_dense,0.502301024,0.000702775
CM.po,SX.po,embedding_dense,0.6083894,0.187563212
BL1.po,SX.po,embedding_dense,0.5130277,0.01928509
GM.po,HCmerge.po,embedding_dense,0.509928873,0.014790254
AO.po,SX.po,onehot_embedding_cnn_one_branch,0.562028043,0.120600752
CM.po,SX.po,onehot_embedding_cnn_one_branch,0.612742167,0.1844676
BL1.po,SX.po,onehot_embedding_cnn_one_branch,0.499082007,-0.014713152
GM.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.576497112,0.157532467
AO.po,SX.po,onehot_embedding_cnn_two_branch,0.564164763,0.122148032
CM.po,SX.po,onehot_embedding_cnn_two_branch,0.604269543,0.18551149
BL1.po,SX.po,onehot_embedding_cnn_two_branch,0.576368023,0.14158644
GM.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.568034544,0.142051287
GM.po,SX.po,onehot_cnn_one_branch,0.629258683,0.215922708
GM.po,SX.po,onehot_cnn_two_branch,0.661990084,0.280112868
GM.po,SX.po,onehot_embedding_dense,0.680540944,0.295289792
AO.po,X5628FC.po,onehot_cnn_one_branch,0.566928947,0.109459675
CM.po,X5628FC.po,onehot_cnn_one_branch,0.588574329,0.144323219
BL1.po,X5628FC.po,onehot_cnn_one_branch,0.576633617,0.14811108
GM.po,SX.po,onehot_dense,0.647703947,0.256277375
GM.po,SX.po,onehot_resnet18,0.604551154,0.155735456
GM.po,SX.po,embedding_cnn_one_branch,0.618247004,0.219694126
GM.po,SX.po,embedding_cnn_two_branch,0.625263704,0.237321151
GM.po,SX.po,embedding_dense,0.49152991,-0.021904118
GM.po,SX.po,onehot_embedding_cnn_one_branch,0.625825414,0.240140588
GM.po,SX.po,onehot_embedding_cnn_two_branch,0.613375796,0.228026728
AO.po,X5628FC.po,onehot_cnn_two_branch,0.599619562,0.152369219
CM.po,X5628FC.po,onehot_cnn_two_branch,0.620341813,0.223698128
BL1.po,X5628FC.po,onehot_cnn_two_branch,0.614574158,0.190137572
GM.po,X5628FC.po,onehot_cnn_one_branch,0.584278778,0.142535421
AO.po,X5628FC.po,onehot_embedding_dense,0.609933195,0.190164471
BL1.po,X5628FC.po,onehot_embedding_dense,0.611917716,0.18514884
CM.po,X5628FC.po,onehot_embedding_dense,0.636840533,0.254536015
GM.po,X5628FC.po,onehot_cnn_two_branch,0.626089784,0.219556866
AO.po,X5628FC.po,onehot_dense,0.597602703,0.190776424
BL1.po,X5628FC.po,onehot_dense,0.626030887,0.226624006
CM.po,X5628FC.po,onehot_dense,0.635194082,0.251856139
GM.po,X5628FC.po,onehot_embedding_dense,0.644871101,0.251875512
AO.po,X5628FC.po,onehot_resnet18,0.50268222,0.002607577
BL1.po,X5628FC.po,onehot_resnet18,0.559779642,0.089107021
CM.po,X5628FC.po,onehot_resnet18,0.574970138,0.11509522
GM.po,X5628FC.po,onehot_dense,0.602226325,0.189976593
AO.po,X5628FC.po,embedding_cnn_one_branch,0.569987961,0.126145287
CM.po,X5628FC.po,embedding_cnn_one_branch,0.591717892,0.166091223
BL1.po,X5628FC.po,embedding_cnn_one_branch,0.586686547,0.160774943
GM.po,X5628FC.po,onehot_resnet18,0.579679996,0.119826818
AO.po,X5628FC.po,embedding_cnn_two_branch,0.567963037,0.120244343
CM.po,X5628FC.po,embedding_cnn_two_branch,0.614414306,0.204110751
BL1.po,X5628FC.po,embedding_cnn_two_branch,0.589372683,0.165870015
GM.po,X5628FC.po,embedding_cnn_one_branch,0.620796226,0.219603483
AO.po,X5628FC.po,embedding_dense,0.498728089,-0.008574248
CM.po,X5628FC.po,embedding_dense,0.589158118,0.159852296
BL1.po,X5628FC.po,embedding_dense,0.498710573,0.002301508
GM.po,X5628FC.po,embedding_cnn_two_branch,0.609413926,0.21865539
AO.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.575954199,0.141071177
CM.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.600768276,0.170545533
BL1.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.498833026,0.010088865
GM.po,X5628FC.po,embedding_dense,0.484739723,-0.027253155
AO.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.564998841,0.120190867
CM.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.603667102,0.185775417
BL1.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.576156097,0.146483734
GM.po,X5628FC.po,onehot_embedding_cnn_one_branch,0.592804795,0.186403371
GM.pp,ME.pp,onehot_cnn_one_branch,0.667214711,0.25488493
HCmerge.po,NPC.po,onehot_cnn_one_branch,0.599514863,0.204060829
H1.po,NPC.po,onehot_cnn_one_branch,0.647422094,0.251710324
GM.po,X5628FC.po,onehot_embedding_cnn_two_branch,0.609579386,0.223218498
GM.pp,ME.pp,onehot_cnn_two_branch,0.648729043,0.232272642
HCmerge.po,NPC.po,onehot_cnn_two_branch,0.570258162,0.134404646
H1.po,NPC.po,onehot_cnn_two_branch,0.642372714,0.251275333
GM.pp,ME.pp,onehot_embedding_dense,0.690730124,0.328679546
IMR90.po,NPC.po,onehot_cnn_one_branch,0.662372219,0.215312002
HCmerge.po,NPC.po,onehot_embedding_dense,0.609452736,0.248367782
H1.po,NPC.po,onehot_embedding_dense,0.678745576,0.291477739
GM.pp,ME.pp,onehot_dense,0.665278529,0.272342337
H1.po,NPC.po,onehot_dense,0.678844583,0.31243586
HCmerge.po,NPC.po,onehot_dense,0.596507512,0.25060306
IMR90.po,NPC.po,onehot_cnn_two_branch,0.631964555,0.247932847
GM.pp,ME.pp,onehot_resnet18,0.602531098,0.160983603
HCmerge.po,NPC.po,onehot_resnet18,0.587064677,0.188600397
H1.po,NPC.po,onehot_resnet18,0.589911141,0.145971507
IMR90.po,NPC.po,onehot_embedding_dense,0.683101903,0.283304112
GM.pp,ME.pp,embedding_cnn_one_branch,0.664634146,0.279518858
HCmerge.po,NPC.po,embedding_cnn_one_branch,0.599033816,0.18265396
H1.po,NPC.po,embedding_cnn_one_branch,0.597027127,0.182747215
IMR90.po,NPC.po,onehot_dense,0.678993094,0.281172157
GM.pp,ME.pp,embedding_cnn_two_branch,0.664721254,0.300095402
H1.po,NPC.po,embedding_cnn_two_branch,0.639093274,0.249511136
HCmerge.po,NPC.po,embedding_cnn_two_branch,0.596506875,0.175763548
GM.pp,ME.pp,embedding_dense,0.691768293,0.339820358
IMR90.po,NPC.po,onehot_resnet18,0.667990891,0.275858403
HCmerge.po,NPC.po,embedding_dense,0.583649201,0.145323962
H1.po,NPC.po,embedding_dense,0.629035055,0.237339979
GM.pp,ME.pp,onehot_embedding_cnn_one_branch,0.6625,0.28374959
IMR90.po,NPC.po,embedding_cnn_one_branch,0.636690202,0.254522444
H1.po,NPC.po,onehot_embedding_cnn_one_branch,0.657227796,0.246322988
HCmerge.po,NPC.po,onehot_embedding_cnn_one_branch,0.602824229,0.178834399
GM.pp,ME.pp,onehot_embedding_cnn_two_branch,0.644011324,0.269136303
IMR90.po,NPC.po,embedding_cnn_two_branch,0.612263099,0.197576519
HCmerge.po,NPC.po,onehot_embedding_cnn_two_branch,0.62554193,0.226991065
H1.po,NPC.po,onehot_embedding_cnn_two_branch,0.64303233,0.207767475
IMR90.po,NPC.po,embedding_dense,0.640282423,0.257423947
GM.pp,IMR90.pp,onehot_cnn_one_branch,0.718657386,0.35682105
HCmerge.po,GM.po,onehot_cnn_one_branch,0.699017444,0.33781569
H1.po,GM.po,onehot_cnn_one_branch,0.675400498,0.335334301
IMR90.po,NPC.po,onehot_embedding_cnn_one_branch,0.650068128,0.258860511
GM.pp,IMR90.pp,onehot_cnn_two_branch,0.718157801,0.384781825
HCmerge.po,GM.po,onehot_cnn_two_branch,0.692125311,0.34849186
H1.po,GM.po,onehot_cnn_two_branch,0.689832681,0.298110243
IMR90.po,NPC.po,onehot_embedding_cnn_two_branch,0.625814443,0.239844653
GM.pp,IMR90.pp,onehot_embedding_dense,0.754830734,0.44552577
HCmerge.po,GM.po,onehot_embedding_dense,0.72501246,0.398665331
H1.po,GM.po,onehot_embedding_dense,0.755514418,0.422834197
GM.pp,IMR90.pp,onehot_dense,0.736405358,0.465374373
IMR90.po,GM.po,onehot_cnn_one_branch,0.765339979,0.448671797
H1.po,GM.po,onehot_dense,0.701801353,0.362709828
HCmerge.po,GM.po,onehot_dense,0.73505874,0.43360451
GM.pp,IMR90.pp,onehot_resnet18,0.726328981,0.372775663
IMR90.po,GM.po,onehot_cnn_two_branch,0.777970808,0.500002962
HCmerge.po,GM.po,onehot_resnet18,0.697814169,0.330638008
H1.po,GM.po,onehot_resnet18,0.625446778,0.193720378
GM.pp,IMR90.pp,embedding_cnn_one_branch,0.682162622,0.310500587
IMR90.po,GM.po,onehot_embedding_dense,0.788622286,0.5128419
H1.po,GM.po,embedding_cnn_one_branch,0.671670384,0.296406823
HCmerge.po,GM.po,embedding_cnn_one_branch,0.696031338,0.347414204
IMR90.po,GM.po,onehot_dense,0.791776433,0.526151526
GM.pp,IMR90.pp,embedding_cnn_two_branch,0.684733929,0.320459926
HCmerge.po,GM.po,embedding_cnn_two_branch,0.673157202,0.309231288
H1.po,GM.po,embedding_cnn_two_branch,0.675201578,0.306827141
GM.pp,IMR90.pp,embedding_dense,0.638944232,0.246693552
IMR90.po,GM.po,onehot_resnet18,0.739280883,0.37640574
H1.po,GM.po,embedding_dense,0.663078287,0.289425561
HCmerge.po,GM.po,embedding_dense,0.697303711,0.331374636
GM.pp,IMR90.pp,onehot_embedding_cnn_one_branch,0.686419753,0.334467536
IMR90.po,GM.po,embedding_cnn_one_branch,0.751729856,0.439324482
H1.po,GM.po,onehot_embedding_cnn_one_branch,0.706153142,0.348310074
HCmerge.po,GM.po,onehot_embedding_cnn_one_branch,0.700691943,0.337346988
GM.pp,IMR90.pp,onehot_embedding_cnn_two_branch,0.657811835,0.297247418
IMR90.po,GM.po,embedding_cnn_two_branch,0.760979585,0.45371655
HCmerge.po,GM.po,onehot_embedding_cnn_two_branch,0.680862927,0.334503676
H1.po,GM.po,onehot_embedding_cnn_two_branch,0.676502545,0.291408237
IMR90.po,GM.po,embedding_dense,0.763753074,0.456013498
GM.pp,MSC.pp,onehot_cnn_one_branch,0.708887213,0.342199498
HCmerge.po,BL1.po,onehot_cnn_one_branch,0.592913773,0.207262822
H1.po,BL1.po,onehot_cnn_one_branch,0.630439564,0.208568514
IMR90.po,GM.po,onehot_embedding_cnn_one_branch,0.756790759,0.423755096
GM.pp,MSC.pp,onehot_cnn_two_branch,0.712026095,0.399821151
HCmerge.po,BL1.po,onehot_cnn_two_branch,0.626402111,0.22452047
H1.po,BL1.po,onehot_cnn_two_branch,0.637854652,0.23445641
IMR90.po,GM.po,onehot_embedding_cnn_two_branch,0.753388231,0.436233846
GM.pp,MSC.pp,onehot_embedding_dense,0.760166533,0.435268399
HCmerge.po,BL1.po,onehot_embedding_dense,0.645966213,0.311441453
H1.po,BL1.po,onehot_embedding_dense,0.659869503,0.279049594
GM.pp,MSC.pp,onehot_dense,0.757404645,0.432930231
IMR90.po,BL1.po,onehot_cnn_one_branch,0.661707565,0.262093275
H1.po,BL1.po,onehot_dense,0.657261654,0.267312665
HCmerge.po,BL1.po,onehot_dense,0.624705439,0.302769521
GM.pp,MSC.pp,onehot_resnet18,0.704043666,0.326915501
IMR90.po,BL1.po,onehot_cnn_two_branch,0.66747311,0.270031178
HCmerge.po,BL1.po,onehot_resnet18,0.601355243,0.179136503
H1.po,BL1.po,onehot_resnet18,0.581613096,0.134101526
GM.pp,MSC.pp,embedding_cnn_one_branch,0.666458771,0.27262839
IMR90.po,BL1.po,onehot_embedding_dense,0.697379583,0.352493505
H1.po,BL1.po,embedding_cnn_one_branch,0.614203192,0.207061284
HCmerge.po,BL1.po,embedding_cnn_one_branch,0.616395758,0.202135077
IMR90.po,BL1.po,onehot_dense,0.698374546,0.317664999
GM.pp,MSC.pp,embedding_cnn_two_branch,0.655183167,0.282850629
H1.po,BL1.po,embedding_cnn_two_branch,0.672685683,0.309733891
HCmerge.po,BL1.po,embedding_cnn_two_branch,0.657917484,0.281254644
GM.pp,MSC.pp,embedding_dense,0.656561843,0.291336392
IMR90.po,BL1.po,onehot_resnet18,0.644955541,0.240564143
HCmerge.po,BL1.po,embedding_dense,0.649263171,0.257633762
H1.po,BL1.po,embedding_dense,0.636213185,0.241192101
GM.pp,MSC.pp,onehot_embedding_cnn_one_branch,0.661863183,0.285990615
IMR90.po,BL1.po,embedding_cnn_one_branch,0.702675353,0.352395441
HCmerge.po,BL1.po,onehot_embedding_cnn_one_branch,0.672559189,0.299389234
H1.po,BL1.po,onehot_embedding_cnn_one_branch,0.64266439,0.231728551
GM.pp,MSC.pp,onehot_embedding_cnn_two_branch,0.680885636,0.325282875
IMR90.po,BL1.po,embedding_cnn_two_branch,0.716146986,0.370464331
HCmerge.po,BL1.po,onehot_embedding_cnn_two_branch,0.616153311,0.221630566
H1.po,BL1.po,onehot_embedding_cnn_two_branch,0.651961714,0.247390576
IMR90.po,BL1.po,embedding_dense,0.710096346,0.358991222
GM.pp,AD2.pp,onehot_cnn_one_branch,0.639979424,0.216745156
H1.po,AO.po,onehot_cnn_one_branch,0.627090954,0.236171731
HCmerge.po,AO.po,onehot_cnn_one_branch,0.604223823,0.181042892
IMR90.po,BL1.po,onehot_embedding_cnn_one_branch,0.72845909,0.375718613
GM.pp,AD2.pp,onehot_cnn_two_branch,0.633559671,0.244981103
H1.po,AO.po,onehot_cnn_two_branch,0.654835391,0.236565109
HCmerge.po,AO.po,onehot_cnn_two_branch,0.658312376,0.307157426
IMR90.po,BL1.po,onehot_embedding_cnn_two_branch,0.69241878,0.347246819
GM.pp,AD2.pp,onehot_embedding_dense,0.649272977,0.349536343
HCmerge.po,AO.po,onehot_embedding_dense,0.661775072,0.318313039
H1.po,AO.po,onehot_embedding_dense,0.667924097,0.293278048
GM.pp,AD2.pp,onehot_dense,0.659410151,0.290039262
IMR90.po,AO.po,onehot_cnn_one_branch,0.653806584,0.287987499
HCmerge.po,AO.po,onehot_dense,0.662399025,0.299226346
H1.po,AO.po,onehot_dense,0.647719479,0.264529796
GM.pp,AD2.pp,onehot_resnet18,0.634801097,0.207904655
IMR90.po,AO.po,onehot_cnn_two_branch,0.64652873,0.26890251
HCmerge.po,AO.po,onehot_resnet18,0.594516842,0.179445838
H1.po,AO.po,onehot_resnet18,0.553459838,0.067005021
GM.pp,AD2.pp,embedding_cnn_one_branch,0.612727073,0.192069666
IMR90.po,AO.po,onehot_embedding_dense,0.675859244,0.321559649
HCmerge.po,AO.po,embedding_cnn_one_branch,0.646215596,0.250167617
H1.po,AO.po,embedding_cnn_one_branch,0.630733945,0.247575708
IMR90.po,AO.po,onehot_dense,0.680488874,0.333469895
GM.pp,AD2.pp,embedding_cnn_two_branch,0.615553482,0.226914786
HCmerge.po,AO.po,embedding_cnn_two_branch,0.645584862,0.25761506
H1.po,AO.po,embedding_cnn_two_branch,0.609279434,0.208130392
GM.pp,AD2.pp,embedding_dense,0.627654904,0.218700361
IMR90.po,AO.po,onehot_resnet18,0.631401463,0.222916737
HCmerge.po,AO.po,embedding_dense,0.661563456,0.276794316
H1.po,AO.po,embedding_dense,0.620709098,0.214908505
GM.pp,AD2.pp,onehot_embedding_cnn_one_branch,0.594670984,0.159084794
IMR90.po,AO.po,embedding_cnn_one_branch,0.661983945,0.302044457
HCmerge.po,AO.po,onehot_embedding_cnn_one_branch,0.651777523,0.26037538
H1.po,AO.po,onehot_embedding_cnn_one_branch,0.652905199,0.244244812
GM.pp,AD2.pp,onehot_embedding_cnn_two_branch,0.597977608,0.198808572
IMR90.po,AO.po,embedding_cnn_two_branch,0.674044343,0.297983658
HCmerge.po,AO.po,onehot_embedding_cnn_two_branch,0.650057339,0.271713465
H1.po,AO.po,onehot_embedding_cnn_two_branch,0.633209098,0.19888004
IMR90.po,AO.po,embedding_dense,0.691026376,0.341812776
GM.pp,GM.pp,onehot_cnn_one_branch,0.709670996,0.326078782
HCmerge.po,LI11.po,onehot_cnn_one_branch,0.627586641,0.218135474
H1.po,LI11.po,onehot_cnn_one_branch,0.575820206,0.129638523
IMR90.po,AO.po,onehot_embedding_cnn_one_branch,0.660282875,0.276328835
GM.pp,GM.pp,onehot_cnn_two_branch,0.733353888,0.39666463
HCmerge.po,LI11.po,onehot_cnn_two_branch,0.640079815,0.238785162
H1.po,LI11.po,onehot_cnn_two_branch,0.620390674,0.204137049
IMR90.po,AO.po,onehot_embedding_cnn_two_branch,0.686066514,0.331966236
GM.pp,GM.pp,onehot_embedding_dense,0.780886679,0.409748104
HCmerge.po,LI11.po,onehot_embedding_dense,0.642549884,0.261549316
H1.po,LI11.po,onehot_embedding_dense,0.653854232,0.251899731
GM.pp,GM.pp,onehot_dense,0.757518531,0.42822708
IMR90.po,LI11.po,onehot_cnn_one_branch,0.651728628,0.245730411
H1.po,LI11.po,onehot_dense,0.621172023,0.204707902
HCmerge.po,LI11.po,onehot_dense,0.653539172,0.281642979
GM.pp,GM.pp,onehot_resnet18,0.619223802,0.206381383
IMR90.po,LI11.po,onehot_cnn_two_branch,0.63963033,0.24812429
HCmerge.po,LI11.po,onehot_resnet18,0.603952951,0.169628122
H1.po,LI11.po,onehot_resnet18,0.573266121,0.115647716
GM.pp,GM.pp,embedding_cnn_one_branch,0.721469644,0.370721005
IMR90.po,LI11.po,onehot_embedding_dense,0.68205419,0.342831608
HCmerge.po,LI11.po,embedding_cnn_one_branch,0.643107032,0.251597072
H1.po,LI11.po,embedding_cnn_one_branch,0.607712654,0.178939249
IMR90.po,LI11.po,onehot_dense,0.677924806,0.314199278
GM.pp,GM.pp,embedding_cnn_two_branch,0.70094281,0.360633321
HCmerge.po,LI11.po,embedding_cnn_two_branch,0.625133093,0.230627383
H1.po,LI11.po,embedding_cnn_two_branch,0.624296507,0.2279005
GM.pp,GM.pp,embedding_dense,0.705747513,0.355225901
IMR90.po,LI11.po,onehot_resnet18,0.620777148,0.1981156
HCmerge.po,LI11.po,embedding_dense,0.646740692,0.252819345
H1.po,LI11.po,embedding_dense,0.623831736,0.221982483
GM.pp,GM.pp,onehot_embedding_cnn_one_branch,0.732335267,0.386157647
IMR90.po,LI11.po,embedding_cnn_one_branch,0.696369721,0.358405587
HCmerge.po,LI11.po,onehot_embedding_cnn_one_branch,0.644822458,0.249794771
H1.po,LI11.po,onehot_embedding_cnn_one_branch,0.605587385,0.168087444
GM.pp,GM.pp,onehot_embedding_cnn_two_branch,0.708557812,0.364935681
IMR90.po,LI11.po,embedding_cnn_two_branch,0.688992547,0.341489664
HCmerge.po,LI11.po,onehot_embedding_cnn_two_branch,0.620865656,0.230348452
H1.po,LI11.po,onehot_embedding_cnn_two_branch,0.611122378,0.172491859
IMR90.po,LI11.po,embedding_dense,0.702166675,0.374013964
GM.pp,SX.pp,onehot_cnn_one_branch,0.695166782,0.330952012
HCmerge.po,CM.po,onehot_cnn_one_branch,0.656814745,0.276742198
H1.po,CM.po,onehot_cnn_one_branch,0.643348299,0.229942645
