model.h5,test data,model name, AUC, pearson correlation coefficient
MSC.po,NPC.po,embedding_dense,0.591205252,0.164634135
MSC.pp,ME.pp,embedding_dense,0.569250871,0.138239816
ME.pp,IMR90.pp,onehot_cnn_one_branch,0.609510745,0.191465384
LI11.po,BL1.po,onehot_embedding_dense,0.671253967,0.317532725
MSC.po,NPC.po,onehot_embedding_cnn_one_branch,0.61843181,0.218835532
LI11.po,BL1.po,onehot_dense,0.647877588,0.250895911
MSC.pp,ME.pp,onehot_embedding_cnn_one_branch,0.6521777,0.261961705
ME.pp,IMR90.pp,onehot_cnn_two_branch,0.653652052,0.286558799
MSC.po,NPC.po,onehot_embedding_cnn_two_branch,0.631586771,0.248022942
ME.pp,IMR90.pp,onehot_embedding_dense,0.703771444,0.343130359
MSC.pp,ME.pp,onehot_embedding_cnn_two_branch,0.602569686,0.185962777
MSC.po,GM.po,onehot_cnn_one_branch,0.759772161,0.428001608
LI11.po,BL1.po,onehot_resnet18,0.592353453,0.11453789
ME.pp,IMR90.pp,onehot_dense,0.684702535,0.34693649
LI11.po,BL1.po,embedding_cnn_one_branch,0.613243944,0.189283999
MSC.po,GM.po,onehot_cnn_two_branch,0.786763973,0.425304985
MSC.pp,IMR90.pp,onehot_cnn_one_branch,0.684160612,0.343228701
LI11.po,BL1.po,embedding_cnn_two_branch,0.567716569,0.131666283
ME.pp,IMR90.pp,onehot_resnet18,0.59211841,0.149678432
MSC.po,GM.po,onehot_embedding_dense,0.812018512,0.536802839
MSC.pp,IMR90.pp,onehot_cnn_two_branch,0.691358025,0.339863014
ME.pp,IMR90.pp,embedding_cnn_one_branch,0.555776926,0.11188253
LI11.po,BL1.po,embedding_dense,0.54387241,0.082413336
MSC.po,GM.po,onehot_dense,0.800626557,0.530369405
MSC.pp,IMR90.pp,onehot_embedding_dense,0.713915562,0.386193597
ME.pp,IMR90.pp,embedding_cnn_two_branch,0.643627075,0.261288327
LI11.po,BL1.po,onehot_embedding_cnn_one_branch,0.614825122,0.2016452
MSC.po,GM.po,onehot_resnet18,0.755671057,0.402208211
MSC.pp,IMR90.pp,onehot_dense,0.716896137,0.406209229
ME.pp,IMR90.pp,embedding_dense,0.469612601,-0.048057153
LI11.po,BL1.po,onehot_embedding_cnn_two_branch,0.592256446,0.172510389
MSC.po,GM.po,embedding_cnn_one_branch,0.773774804,0.465553229
MSC.pp,IMR90.pp,onehot_resnet18,0.62397331,0.198311989
ME.pp,IMR90.pp,onehot_embedding_cnn_one_branch,0.614320988,0.208358254
LI11.po,AO.po,onehot_cnn_one_branch,0.604333371,0.127382151
MSC.po,GM.po,embedding_cnn_two_branch,0.805312518,0.530162551
MSC.pp,IMR90.pp,embedding_cnn_one_branch,0.607935292,0.199108842
MSC.po,GM.po,embedding_dense,0.800494653,0.508845804
ME.pp,IMR90.pp,onehot_embedding_cnn_two_branch,0.619787143,0.218731361
LI11.po,AO.po,onehot_cnn_two_branch,0.635445245,0.203055726
MSC.pp,IMR90.pp,embedding_cnn_two_branch,0.724342273,0.381141984
MSC.po,GM.po,onehot_embedding_cnn_one_branch,0.805898668,0.523109627
ME.pp,MSC.pp,onehot_cnn_one_branch,0.602566834,0.174931625
LI11.po,AO.po,onehot_embedding_dense,0.636093012,0.273854152
MSC.pp,IMR90.pp,embedding_dense,0.572805449,0.12976448
MSC.po,GM.po,onehot_embedding_cnn_two_branch,0.793961228,0.510821124
LI11.po,AO.po,onehot_dense,0.648710181,0.250788212
MSC.pp,IMR90.pp,onehot_embedding_cnn_one_branch,0.729501916,0.39450779
ME.pp,MSC.pp,onehot_cnn_two_branch,0.693348522,0.357555699
MSC.po,BL1.po,onehot_cnn_one_branch,0.676234015,0.288849023
ME.pp,MSC.pp,onehot_embedding_dense,0.69674966,0.346655144
MSC.pp,IMR90.pp,onehot_embedding_cnn_two_branch,0.664129417,0.295430749
LI11.po,AO.po,onehot_resnet18,0.581409084,0.105522748
ME.pp,MSC.pp,onehot_dense,0.693487846,0.35339678
MSC.po,BL1.po,onehot_cnn_two_branch,0.704103434,0.324955316
LI11.po,AO.po,embedding_cnn_one_branch,0.536477446,0.06786346
MSC.pp,MSC.pp,onehot_cnn_one_branch,0.613876641,0.224253258
LI11.po,AO.po,embedding_cnn_two_branch,0.609155199,0.192542992
ME.pp,MSC.pp,onehot_resnet18,0.56280221,0.093352451
MSC.po,BL1.po,onehot_embedding_dense,0.717901991,0.375256595
MSC.pp,MSC.pp,onehot_cnn_two_branch,0.615007622,0.226469546
MSC.po,BL1.po,onehot_dense,0.701584608,0.345820301
ME.pp,MSC.pp,embedding_cnn_one_branch,0.581522453,0.140334355
LI11.po,AO.po,embedding_dense,0.576099006,0.13771775
MSC.pp,MSC.pp,onehot_embedding_dense,0.668794768,0.299287736
MSC.po,BL1.po,onehot_resnet18,0.668499492,0.274779303
ME.pp,MSC.pp,embedding_cnn_two_branch,0.649504333,0.264406541
LI11.po,AO.po,onehot_embedding_cnn_one_branch,0.647410168,0.26018986
MSC.pp,MSC.pp,onehot_dense,0.671138684,0.274337473
MSC.po,BL1.po,embedding_cnn_one_branch,0.739242721,0.435067443
ME.pp,MSC.pp,embedding_dense,0.539448201,0.064222534
LI11.po,AO.po,onehot_embedding_cnn_two_branch,0.642737003,0.253221862
MSC.po,BL1.po,embedding_cnn_two_branch,0.748455716,0.434727188
MSC.pp,MSC.pp,onehot_resnet18,0.526069924,0.04326474
ME.pp,MSC.pp,onehot_embedding_cnn_one_branch,0.667574842,0.294761555
LI11.po,LI11.po,onehot_cnn_one_branch,0.618559126,0.190145433
MSC.pp,MSC.pp,embedding_cnn_one_branch,0.586955095,0.141756155
MSC.po,BL1.po,embedding_dense,0.745989079,0.424502075
ME.pp,MSC.pp,onehot_embedding_cnn_two_branch,0.671382616,0.30415099
LI11.po,LI11.po,onehot_cnn_two_branch,0.647183365,0.253962765
MSC.pp,MSC.pp,embedding_cnn_two_branch,0.659204307,0.270718016
MSC.po,BL1.po,onehot_embedding_cnn_one_branch,0.719098518,0.381507806
ME.pp,AD2.pp,onehot_cnn_one_branch,0.570672154,0.137791166
LI11.po,LI11.po,onehot_embedding_dense,0.699185045,0.370003526
MSC.pp,MSC.pp,embedding_dense,0.54868041,0.085154462
MSC.po,BL1.po,onehot_embedding_cnn_two_branch,0.742173171,0.421369717
LI11.po,LI11.po,onehot_dense,0.676756984,0.298949402
ME.pp,AD2.pp,onehot_cnn_two_branch,0.632503429,0.256795167
MSC.pp,MSC.pp,onehot_embedding_cnn_one_branch,0.671399028,0.290357737
MSC.po,AO.po,onehot_cnn_one_branch,0.642532579,0.245505695
ME.pp,AD2.pp,onehot_embedding_dense,0.628696845,0.31026737
LI11.po,LI11.po,onehot_resnet18,0.607653854,0.172241212
MSC.pp,MSC.pp,onehot_embedding_cnn_two_branch,0.611016282,0.203983266
MSC.po,AO.po,onehot_cnn_two_branch,0.62929622,0.199911306
ME.pp,AD2.pp,onehot_dense,0.629492455,0.308450911
LI11.po,LI11.po,embedding_cnn_one_branch,0.583210803,0.154843497
MSC.po,AO.po,onehot_embedding_dense,0.644585429,0.28507456
MSC.pp,AD2.pp,onehot_cnn_one_branch,0.61733882,0.222081493
LI11.po,LI11.po,embedding_cnn_two_branch,0.609694266,0.192788572
ME.pp,AD2.pp,onehot_resnet18,0.521728395,0.024084395
MSC.po,AO.po,onehot_dense,0.630629858,0.265263825
ME.pp,AD2.pp,embedding_cnn_one_branch,0.56058943,0.112211759
LI11.po,LI11.po,embedding_dense,0.607167605,0.184573221
MSC.pp,AD2.pp,onehot_cnn_two_branch,0.636035665,0.246299418
MSC.po,AO.po,onehot_resnet18,0.620294162,0.17289922
ME.pp,AD2.pp,embedding_cnn_two_branch,0.588140058,0.155637311
LI11.po,LI11.po,onehot_embedding_cnn_one_branch,0.622640234,0.211545642
MSC.po,AO.po,embedding_cnn_one_branch,0.651385703,0.264444351
MSC.pp,AD2.pp,onehot_embedding_dense,0.648010974,0.312817648
ME.pp,AD2.pp,embedding_dense,0.486416772,-0.019514995
LI11.po,LI11.po,onehot_embedding_cnn_two_branch,0.618398148,0.205623828
MSC.pp,AD2.pp,onehot_dense,0.637510288,0.279961381
MSC.po,AO.po,embedding_cnn_two_branch,0.661764144,0.289330604
ME.pp,AD2.pp,onehot_embedding_cnn_one_branch,0.56504857,0.123702331
LI11.po,CM.po,onehot_cnn_one_branch,0.632230624,0.197481994
MSC.po,AO.po,embedding_dense,0.661907492,0.282799055
MSC.pp,AD2.pp,onehot_resnet18,0.590246914,0.130541039
ME.pp,AD2.pp,onehot_embedding_cnn_two_branch,0.595645135,0.168614327
LI11.po,CM.po,onehot_cnn_two_branch,0.61823724,0.172034138
MSC.pp,AD2.pp,embedding_cnn_one_branch,0.576230723,0.138194318
MSC.po,AO.po,onehot_embedding_cnn_one_branch,0.651595948,0.270259371
ME.pp,GM.pp,onehot_cnn_one_branch,0.632147583,0.232699048
LI11.po,CM.po,onehot_embedding_dense,0.681460302,0.319682036
MSC.pp,AD2.pp,embedding_cnn_two_branch,0.629836452,0.227652597
MSC.po,AO.po,onehot_embedding_cnn_two_branch,0.665615443,0.282994432
LI11.po,CM.po,onehot_dense,0.661465028,0.272314127
ME.pp,GM.pp,onehot_cnn_two_branch,0.689809997,0.349987038
MSC.pp,AD2.pp,embedding_dense,0.595425608,0.171026535
MSC.po,LI11.po,onehot_cnn_one_branch,0.678445705,0.280058479
ME.pp,GM.pp,onehot_embedding_dense,0.733289655,0.361164936
LI11.po,CM.po,onehot_resnet18,0.62297259,0.172290756
MSC.pp,AD2.pp,onehot_embedding_cnn_one_branch,0.603534383,0.183989373
MSC.po,LI11.po,onehot_cnn_two_branch,0.689598824,0.274439473
ME.pp,GM.pp,onehot_dense,0.741100448,0.399927293
LI11.po,CM.po,embedding_cnn_one_branch,0.578555089,0.144966424
MSC.pp,AD2.pp,onehot_embedding_cnn_two_branch,0.581952143,0.162624215
MSC.po,LI11.po,onehot_embedding_dense,0.703852132,0.326349954
LI11.po,CM.po,embedding_cnn_two_branch,0.612725915,0.199352179
ME.pp,GM.pp,onehot_resnet18,0.572962834,0.113593165
MSC.po,LI11.po,onehot_dense,0.70589372,0.357066559
MSC.pp,GM.pp,onehot_cnn_one_branch,0.714957413,0.411303483
ME.pp,GM.pp,embedding_cnn_one_branch,0.589800041,0.151047124
LI11.po,CM.po,embedding_dense,0.585219109,0.143011871
MSC.po,LI11.po,onehot_resnet18,0.650459987,0.241971609
ME.pp,GM.pp,embedding_cnn_two_branch,0.611065064,0.198699594
LI11.po,CM.po,onehot_embedding_cnn_one_branch,0.613453758,0.190035357
MSC.po,LI11.po,embedding_cnn_one_branch,0.662297825,0.269901429
MSC.pp,GM.pp,onehot_cnn_two_branch,0.721001786,0.406915471
ME.pp,GM.pp,embedding_dense,0.51287298,0.032451606
LI11.po,CM.po,onehot_embedding_cnn_two_branch,0.631243383,0.229254209
MSC.po,LI11.po,embedding_cnn_two_branch,0.629011814,0.239566665
MSC.pp,GM.pp,onehot_embedding_dense,0.747575185,0.387246861
ME.pp,GM.pp,onehot_embedding_cnn_one_branch,0.625595731,0.205805674
LI11.po,H1.po,onehot_cnn_one_branch,0.592495433,0.149749931
MSC.pp,GM.pp,onehot_dense,0.750138102,0.413649044
MSC.po,LI11.po,embedding_dense,0.676967669,0.299520192
ME.pp,GM.pp,onehot_embedding_cnn_two_branch,0.640385412,0.246698711
LI11.po,H1.po,onehot_cnn_two_branch,0.600897668,0.15660669
MSC.po,LI11.po,onehot_embedding_cnn_one_branch,0.666328652,0.27749157
MSC.pp,GM.pp,onehot_resnet18,0.647216762,0.240374971
ME.pp,SX.pp,onehot_cnn_one_branch,0.58250519,0.151823056
LI11.po,H1.po,onehot_embedding_dense,0.620032475,0.188514471
MSC.pp,GM.pp,embedding_cnn_one_branch,0.633651057,0.237532675
MSC.po,LI11.po,onehot_embedding_cnn_two_branch,0.657354358,0.277853202
LI11.po,H1.po,onehot_dense,0.631726288,0.222570327
ME.pp,SX.pp,onehot_cnn_two_branch,0.642053979,0.257939914
MSC.pp,GM.pp,embedding_cnn_two_branch,0.723515852,0.377034853
MSC.po,CM.po,onehot_cnn_one_branch,0.704496692,0.331736783
LI11.po,H1.po,onehot_resnet18,0.57369189,0.098483568
ME.pp,SX.pp,onehot_embedding_dense,0.660008304,0.299775386
MSC.pp,GM.pp,embedding_dense,0.55606351,0.088203372
MSC.po,CM.po,onehot_cnn_two_branch,0.715011815,0.331682326
ME.pp,SX.pp,onehot_dense,0.669829758,0.304884682
MSC.pp,GM.pp,onehot_embedding_cnn_one_branch,0.702419188,0.339977122
LI11.po,H1.po,embedding_cnn_one_branch,0.558543867,0.094013411
MSC.po,CM.po,onehot_embedding_dense,0.736283081,0.397479411
LI11.po,H1.po,embedding_cnn_two_branch,0.602356796,0.180601045
ME.pp,SX.pp,onehot_resnet18,0.568620069,0.107666679
MSC.pp,GM.pp,onehot_embedding_cnn_two_branch,0.661792893,0.273963892
MSC.po,CM.po,onehot_dense,0.734673913,0.411539656
ME.pp,SX.pp,embedding_cnn_one_branch,0.57477259,0.137910832
LI11.po,H1.po,embedding_dense,0.56832484,0.114188974
MSC.po,CM.po,onehot_resnet18,0.686143667,0.321764817
MSC.pp,SX.pp,onehot_cnn_one_branch,0.623717647,0.217211228
ME.pp,SX.pp,embedding_cnn_two_branch,0.636337967,0.237422216
LI11.po,H1.po,onehot_embedding_cnn_one_branch,0.608557681,0.191451783
MSC.po,CM.po,embedding_cnn_one_branch,0.690075809,0.332279874
ME.pp,SX.pp,embedding_dense,0.519701474,0.041028908
LI11.po,H1.po,onehot_embedding_cnn_two_branch,0.598435198,0.17866751
MSC.pp,SX.pp,onehot_cnn_two_branch,0.648298962,0.263735434
MSC.po,CM.po,embedding_cnn_two_branch,0.700360141,0.351096756
ME.pp,SX.pp,onehot_embedding_cnn_one_branch,0.597256133,0.168397351
LI11.po,TH1.po,onehot_cnn_one_branch,0.670049973,0.266267208
MSC.po,CM.po,embedding_dense,0.688823351,0.323222748
MSC.pp,SX.pp,onehot_embedding_dense,0.69512526,0.334147837
ME.pp,SX.pp,onehot_embedding_cnn_two_branch,0.633890854,0.237779453
LI11.po,TH1.po,onehot_cnn_two_branch,0.665641879,0.261561702
MSC.pp,SX.pp,onehot_dense,0.69029481,0.337287278
MSC.po,CM.po,onehot_embedding_cnn_one_branch,0.690217597,0.331444803
ME.pp,X5628FC.pp,onehot_cnn_one_branch,0.582406183,0.152241315
LI11.po,TH1.po,onehot_embedding_dense,0.68901759,0.339062937
MSC.po,CM.po,onehot_embedding_cnn_two_branch,0.688747731,0.333335811
MSC.pp,SX.pp,onehot_resnet18,0.592487197,0.137024933
LI11.po,TH1.po,onehot_dense,0.681878737,0.30875113
MSC.pp,SX.pp,embedding_cnn_one_branch,0.580087587,0.141213646
ME.pp,X5628FC.pp,onehot_cnn_two_branch,0.61695616,0.220991158
MSC.po,H1.po,onehot_cnn_one_branch,0.612189368,0.204871941
ME.pp,X5628FC.pp,onehot_embedding_dense,0.647364074,0.240550881
LI11.po,TH1.po,onehot_resnet18,0.595663942,0.134140632
MSC.pp,SX.pp,embedding_cnn_two_branch,0.650212323,0.255085798
MSC.po,H1.po,onehot_cnn_two_branch,0.603796707,0.172096525
ME.pp,X5628FC.pp,onehot_dense,0.644977163,0.242538554
LI11.po,TH1.po,embedding_cnn_one_branch,0.589752406,0.169847519
MSC.pp,SX.pp,embedding_dense,0.602692932,0.17757714
MSC.po,H1.po,onehot_embedding_dense,0.621790281,0.219007825
LI11.po,TH1.po,embedding_cnn_two_branch,0.633220832,0.238876513
ME.pp,X5628FC.pp,onehot_resnet18,0.555921554,0.088208138
MSC.po,H1.po,onehot_dense,0.609114165,0.205581818
MSC.pp,SX.pp,onehot_embedding_cnn_one_branch,0.642572015,0.240829399
ME.pp,X5628FC.pp,embedding_cnn_one_branch,0.595951397,0.172586266
LI11.po,TH1.po,embedding_dense,0.579008961,0.154421771
MSC.pp,SX.pp,onehot_embedding_cnn_two_branch,0.605749055,0.189683985
MSC.po,H1.po,onehot_resnet18,0.584749982,0.144128633
ME.pp,X5628FC.pp,embedding_cnn_two_branch,0.579476584,0.141835011
LI11.po,TH1.po,onehot_embedding_cnn_one_branch,0.625538756,0.213346793
MSC.po,H1.po,embedding_cnn_one_branch,0.601547151,0.184724523
MSC.pp,X5628FC.pp,onehot_cnn_one_branch,0.617410927,0.19707985
ME.pp,X5628FC.pp,embedding_dense,0.476770956,-0.029280971
LI11.po,TH1.po,onehot_embedding_cnn_two_branch,0.630062947,0.222698158
MSC.po,H1.po,embedding_cnn_two_branch,0.615011819,0.207919704
ME.pp,X5628FC.pp,onehot_embedding_cnn_one_branch,0.577425226,0.132977511
LI11.po,IMR90.po,onehot_cnn_one_branch,0.629327348,0.221886753
MSC.po,H1.po,embedding_dense,0.621228051,0.216241879
MSC.pp,X5628FC.pp,onehot_cnn_two_branch,0.595827946,0.188678367
ME.pp,X5628FC.pp,onehot_embedding_cnn_two_branch,0.58830185,0.163624825
MSC.po,H1.po,onehot_embedding_cnn_one_branch,0.639807681,0.239222869
MSC.pp,X5628FC.pp,onehot_embedding_dense,0.633118815,0.260386151
LI11.po,IMR90.po,onehot_cnn_two_branch,0.629224632,0.196986806
MSC.pp,X5628FC.pp,onehot_dense,0.62585238,0.228689851
MSC.po,H1.po,onehot_embedding_cnn_two_branch,0.615430071,0.205187532
LI11.po,IMR90.po,onehot_embedding_dense,0.653789296,0.269749123
MSC.pp,X5628FC.pp,onehot_resnet18,0.623728497,0.18909671
MSC.po,TH1.po,onehot_cnn_one_branch,0.68543234,0.290645469
NPC.po,NPC.po,onehot_cnn_one_branch,0.656642162,0.238279954
LI11.po,IMR90.po,onehot_dense,0.65542873,0.273175405
MSC.pp,X5628FC.pp,embedding_cnn_one_branch,0.575570641,0.133564846
MSC.po,TH1.po,onehot_cnn_two_branch,0.699003243,0.307470345
NPC.po,NPC.po,onehot_cnn_two_branch,0.673993218,0.237499742
LI11.po,IMR90.po,onehot_resnet18,0.549014527,0.039527805
MSC.pp,X5628FC.pp,embedding_cnn_two_branch,0.628153286,0.222863374
MSC.po,TH1.po,onehot_embedding_dense,0.712518386,0.360895604
NPC.po,NPC.po,onehot_embedding_dense,0.667805252,0.271557809
LI11.po,IMR90.po,embedding_cnn_one_branch,0.573120856,0.128575035
MSC.po,TH1.po,onehot_dense,0.713314103,0.361880398
MSC.pp,X5628FC.pp,embedding_dense,0.54120917,0.071701149
NPC.po,NPC.po,onehot_dense,0.638895077,0.246748143
LI11.po,IMR90.po,embedding_cnn_two_branch,0.606741633,0.188294593
MSC.pp,X5628FC.pp,onehot_embedding_cnn_one_branch,0.604589728,0.187375741
MSC.po,TH1.po,onehot_resnet18,0.645899643,0.22676305
NPC.po,NPC.po,onehot_resnet18,0.56944135,0.108630195
LI11.po,IMR90.po,embedding_dense,0.585877042,0.153475711
MSC.pp,X5628FC.pp,onehot_embedding_cnn_two_branch,0.596556474,0.173871458
MSC.po,TH1.po,embedding_cnn_one_branch,0.697958987,0.334811455
NPC.po,NPC.po,embedding_cnn_one_branch,0.540121392,0.080814919
LI11.po,IMR90.po,onehot_embedding_cnn_one_branch,0.649469747,0.25462492
MSC.po,TH1.po,embedding_cnn_two_branch,0.670352374,0.299382334
NPC.po,NPC.po,embedding_cnn_two_branch,0.528328998,0.036433699
LI11.po,IMR90.po,onehot_embedding_cnn_two_branch,0.633395447,0.234868423
MSC.po,TH1.po,embedding_dense,0.69169449,0.329459465
SX.po,NPC.po,onehot_cnn_one_branch,0.675267939,0.266225338
NPC.po,NPC.po,embedding_dense,0.527660102,0.06264398
LI11.po,MSC.po,onehot_cnn_one_branch,0.595424249,0.156687104
SX.po,NPC.po,onehot_cnn_two_branch,0.696789683,0.326087991
MSC.po,TH1.po,onehot_embedding_cnn_one_branch,0.695202246,0.331491305
NPC.po,NPC.po,onehot_embedding_cnn_one_branch,0.565316487,0.133859133
NPC.po,NPC.po,onehot_embedding_cnn_two_branch,0.592468723,0.15537246
LI11.po,MSC.po,onehot_cnn_two_branch,0.598620839,0.156031383
MSC.po,TH1.po,onehot_embedding_cnn_two_branch,0.701300856,0.34769949
SX.po,NPC.po,onehot_embedding_dense,0.706220143,0.36653936
SX.po,NPC.po,onehot_dense,0.706529541,0.40090237
NPC.po,GM.po,onehot_cnn_one_branch,0.604108224,0.155055708
MSC.po,IMR90.po,onehot_cnn_one_branch,0.672285635,0.290429241
LI11.po,MSC.po,onehot_embedding_dense,0.642140573,0.270558286
SX.po,NPC.po,onehot_resnet18,0.669760649,0.268371398
NPC.po,GM.po,onehot_cnn_two_branch,0.639024564,0.243682417
LI11.po,MSC.po,onehot_dense,0.633717982,0.239618185
MSC.po,IMR90.po,onehot_cnn_two_branch,0.709830833,0.329736323
SX.po,NPC.po,embedding_cnn_one_branch,0.650860894,0.267465939
NPC.po,GM.po,onehot_embedding_dense,0.644143823,0.269349643
SX.po,NPC.po,embedding_cnn_two_branch,0.660968661,0.281429402
NPC.po,GM.po,onehot_dense,0.601580634,0.186468798
LI11.po,MSC.po,onehot_resnet18,0.575179454,0.110968083
MSC.po,IMR90.po,onehot_embedding_dense,0.701876689,0.343352215
SX.po,NPC.po,embedding_dense,0.646797969,0.238959502
NPC.po,GM.po,onehot_resnet18,0.554175863,0.105543155
MSC.po,IMR90.po,onehot_dense,0.706259928,0.34698599
LI11.po,MSC.po,embedding_cnn_one_branch,0.572000592,0.136797504
SX.po,NPC.po,onehot_embedding_cnn_one_branch,0.62787068,0.223427343
NPC.po,GM.po,embedding_cnn_one_branch,0.522702579,0.055540778
MSC.po,IMR90.po,onehot_resnet18,0.621688067,0.193552045
LI11.po,MSC.po,embedding_cnn_two_branch,0.58579869,0.155998594
SX.po,NPC.po,onehot_embedding_cnn_two_branch,0.642041372,0.2571313
NPC.po,GM.po,embedding_cnn_two_branch,0.476082233,-0.037733075
SX.po,GM.po,onehot_cnn_one_branch,0.801003916,0.507837866
NPC.po,GM.po,embedding_dense,0.496211471,-0.031261556
MSC.po,IMR90.po,embedding_cnn_one_branch,0.675452678,0.300558458
LI11.po,MSC.po,embedding_dense,0.537567476,0.077936427
SX.po,GM.po,onehot_cnn_two_branch,0.810665717,0.529467259
NPC.po,GM.po,onehot_embedding_cnn_one_branch,0.550909247,0.095216929
MSC.po,IMR90.po,embedding_cnn_two_branch,0.675905759,0.312989477
LI11.po,MSC.po,onehot_embedding_cnn_one_branch,0.61273987,0.198218753
SX.po,GM.po,onehot_embedding_dense,0.847212531,0.581371012
NPC.po,GM.po,onehot_embedding_cnn_two_branch,0.520329388,0.04752303
MSC.po,IMR90.po,embedding_dense,0.712141501,0.36349383
LI11.po,MSC.po,onehot_embedding_cnn_two_branch,0.584448751,0.151795723
SX.po,GM.po,onehot_dense,0.844022784,0.602417769
MSC.po,IMR90.po,onehot_embedding_cnn_one_branch,0.692060726,0.325425604
NPC.po,BL1.po,onehot_cnn_one_branch,0.541720342,0.05731152
LI11.po,HCmerge.po,onehot_cnn_one_branch,0.53987864,0.080139027
SX.po,GM.po,onehot_resnet18,0.776105376,0.466223387
MSC.po,IMR90.po,onehot_embedding_cnn_two_branch,0.685569027,0.32877256
NPC.po,BL1.po,onehot_cnn_two_branch,0.614902441,0.168251175
SX.po,GM.po,embedding_cnn_one_branch,0.833233259,0.579001936
LI11.po,HCmerge.po,onehot_cnn_two_branch,0.541340824,0.070621075
NPC.po,BL1.po,onehot_embedding_dense,0.630596663,0.228570479
MSC.po,MSC.po,onehot_cnn_one_branch,0.725926736,0.387745655
SX.po,GM.po,embedding_cnn_two_branch,0.811202608,0.536765503
NPC.po,BL1.po,onehot_dense,0.601418083,0.191493771
SX.po,GM.po,embedding_dense,0.824226568,0.567523159
LI11.po,HCmerge.po,onehot_embedding_dense,0.549438127,0.139499902
MSC.po,MSC.po,onehot_cnn_two_branch,0.75926037,0.40964034
NPC.po,BL1.po,onehot_resnet18,0.599229166,0.170607105
SX.po,GM.po,onehot_embedding_cnn_one_branch,0.829916509,0.55950953
LI11.po,HCmerge.po,onehot_dense,0.557022022,0.105255374
NPC.po,BL1.po,embedding_cnn_one_branch,0.575748951,0.1581341
MSC.po,MSC.po,onehot_embedding_dense,0.777956599,0.403892033
SX.po,GM.po,onehot_embedding_cnn_two_branch,0.83147481,0.567879034
NPC.po,BL1.po,embedding_cnn_two_branch,0.521619969,0.028139594
SX.po,BL1.po,onehot_cnn_one_branch,0.649982719,0.269507016
LI11.po,HCmerge.po,onehot_resnet18,0.539649897,0.063555774
MSC.po,MSC.po,onehot_dense,0.768626157,0.406664577
NPC.po,BL1.po,embedding_dense,0.527997386,0.049780777
SX.po,BL1.po,onehot_cnn_two_branch,0.649977482,0.252623742
LI11.po,HCmerge.po,embedding_cnn_one_branch,0.52710103,0.058773338
MSC.po,MSC.po,onehot_resnet18,0.689027453,0.303027258
NPC.po,BL1.po,onehot_embedding_cnn_one_branch,0.589157338,0.17377293
SX.po,BL1.po,onehot_embedding_dense,0.691875871,0.308382718
NPC.po,BL1.po,onehot_embedding_cnn_two_branch,0.584150275,0.157621431
MSC.po,MSC.po,embedding_cnn_one_branch,0.764040848,0.454752687
LI11.po,HCmerge.po,embedding_cnn_two_branch,0.5651984,0.130934264
SX.po,BL1.po,onehot_dense,0.690687152,0.290986966
NPC.po,AO.po,onehot_cnn_one_branch,0.541881001,0.06657914
MSC.po,MSC.po,embedding_cnn_two_branch,0.746612192,0.427802747
LI11.po,HCmerge.po,embedding_dense,0.551915939,0.0986614
SX.po,BL1.po,onehot_resnet18,0.64444235,0.224931545
NPC.po,AO.po,onehot_cnn_two_branch,0.607315005,0.14125391
LI11.po,HCmerge.po,onehot_embedding_cnn_one_branch,0.579506896,0.140651532
SX.po,BL1.po,embedding_cnn_one_branch,0.685061033,0.323607842
MSC.po,MSC.po,embedding_dense,0.772755999,0.467148417
NPC.po,AO.po,onehot_embedding_dense,0.616883859,0.182858313
LI11.po,HCmerge.po,onehot_embedding_cnn_two_branch,0.573192548,0.136855761
SX.po,BL1.po,embedding_cnn_two_branch,0.689867814,0.334563484
MSC.po,MSC.po,onehot_embedding_cnn_one_branch,0.783646029,0.488494403
NPC.po,AO.po,onehot_dense,0.588820302,0.153026355
SX.po,BL1.po,embedding_dense,0.711962136,0.374400843
MSC.po,MSC.po,onehot_embedding_cnn_two_branch,0.777635693,0.481735638
LI11.po,SX.po,onehot_cnn_one_branch,0.602228254,0.165084222
NPC.po,AO.po,onehot_resnet18,0.524738988,0.057357746
SX.po,BL1.po,onehot_embedding_cnn_one_branch,0.709316299,0.364835321
MSC.po,HCmerge.po,onehot_cnn_one_branch,0.584479048,0.144199315
NPC.po,AO.po,embedding_cnn_one_branch,0.578918196,0.146966502
SX.po,BL1.po,onehot_embedding_cnn_two_branch,0.704646554,0.34644127
LI11.po,SX.po,onehot_cnn_two_branch,0.618713577,0.185985256
NPC.po,AO.po,embedding_cnn_two_branch,0.492201835,-0.006504949
SX.po,AO.po,onehot_cnn_one_branch,0.65714068,0.273016015
MSC.po,HCmerge.po,onehot_cnn_two_branch,0.61354833,0.179179216
NPC.po,AO.po,embedding_dense,0.545517966,0.078774259
SX.po,AO.po,onehot_cnn_two_branch,0.648376772,0.239970219
LI11.po,SX.po,onehot_embedding_dense,0.630035645,0.243331371
NPC.po,AO.po,onehot_embedding_cnn_one_branch,0.620374618,0.216888813
MSC.po,HCmerge.po,onehot_embedding_dense,0.617223379,0.252193146
SX.po,AO.po,onehot_embedding_dense,0.654501981,0.292757759
NPC.po,AO.po,onehot_embedding_cnn_two_branch,0.562681575,0.117444555
LI11.po,SX.po,onehot_dense,0.618745334,0.206241368
